bone_name,constraint_name,mute,target,subtarget_bone_name,extrapolate,from_min_x,from_max_x,from_min_y,from_max_y,from_min_z,from_max_z,map_to_x_from,map_to_y_from,map_to_z_from,map_to,to_min_x,to_max_x,to_min_y,to_max_y,to_min_z,to_max_z,target_space,owner_space
2ndToe.L,Transformation,False,Loris.Armature,2ndToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
2ndToe.L.001,Transformation,False,Loris.Armature,2ndToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
2ndToe.L.002,Transformation,False,Loris.Armature,2ndToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
2ndToe.L.003,Transformation,False,Loris.Armature,2ndToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
2ndToe.R,Transformation,False,Loris.Armature,2ndToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
2ndToe.R.001,Transformation,False,Loris.Armature,2ndToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
2ndToe.R.002,Transformation,False,Loris.Armature,2ndToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
2ndToe.R.003,Transformation,False,Loris.Armature,2ndToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
3rdToe.L,Transformation,False,Loris.Armature,3rdToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
3rdToe.L.001,Transformation,False,Loris.Armature,3rdToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
3rdToe.L.002,Transformation,False,Loris.Armature,3rdToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
3rdToe.L.003,Transformation,False,Loris.Armature,3rdToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
3rdToe.R,Transformation,False,Loris.Armature,3rdToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
3rdToe.R.001,Transformation,False,Loris.Armature,3rdToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
3rdToe.R.002,Transformation,False,Loris.Armature,3rdToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
3rdToe.R.003,Transformation,False,Loris.Armature,3rdToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
4thToe.L,Transformation,False,Loris.Armature,4thToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
4thToe.L.001,Transformation,False,Loris.Armature,4thToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
4thToe.L.002,Transformation,False,Loris.Armature,4thToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
4thToe.L.003,Transformation,False,Loris.Armature,4thToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
4thToe.R,Transformation,False,Loris.Armature,4thToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
4thToe.R.001,Transformation,False,Loris.Armature,4thToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
4thToe.R.002,Transformation,False,Loris.Armature,4thToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
4thToe.R.003,Transformation,False,Loris.Armature,4thToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
BigToe.L,Rig Ctrl,False,Loris.Armature,Toe_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
BigToe.L.001,Rig Ctrl,False,Loris.Armature,BigToe_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
BigToe.L.002,Rig Ctrl,False,Loris.Armature,BigToe_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
BigToe.R,Rig Ctrl,False,Loris.Armature,Toe_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
BigToe.R.001,Rig Ctrl,False,Loris.Armature,BigToe_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
BigToe.R.002,Rig Ctrl,False,Loris.Armature,BigToe_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Foot.L,Rig Ctrl,False,Loris.Armature,Heel_T.L.001,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Foot.R,Rig Ctrl,False,Loris.Armature,Heel_T.R.001,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Forearm.L.001,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.1000000015,1,0.1000000015,1,0.1000000015,LOCAL,LOCAL
Forearm.L.001,Rig Ctrl,False,Loris.Armature,Hand_P.L,True,0,0,0,0.0099999998,0,0,Y,Y,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Forearm.R.001,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.1000000015,1,0.1000000015,1,0.1000000015,LOCAL,POSE
Forearm.R.001,Rig Ctrl,False,Loris.Armature,Hand_P.R,True,0,0,0,0.0099999998,0,0,Y,Y,Y,ROTATION,0,0,0,-0.7853981853,0,0,LOCAL,LOCAL
Hand.L,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.6999999881,1,0.6000000238,1,0.6999999881,LOCAL,LOCAL
Hand.L,Rig Ctrl,False,Loris.Armature,Hand_P.L,True,0,0,0,0.0099999998,0,0,Y,Y,Y,ROTATION,0,0,0,-0.7853981853,0,0,LOCAL,LOCAL
Hand.L,Rig Ctrl.001,False,Loris.Armature,Hand_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Hand.R,Transformation,False,Loris.Armature,Growth_T,False,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.6999999881,1,0.6000000238,1,0.6999999881,LOCAL,LOCAL
Hand.R,Rig Ctrl,False,Loris.Armature,Hand_P.R,True,0,0,0,0.0099999998,0,0,Y,Y,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Hand.R,Rig Ctrl.001,False,Loris.Armature,Hand_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Head,Rig Ctrl,False,Loris.Armature,Head_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Head,Rig Ctrl.001,False,Loris.Armature,Head_Size_T,True,0,0,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.8999999762,1,0.8999999762,1,0.8999999762,LOCAL,LOCAL
Head.001,Rig Ctrl,False,Loris.Armature,Head_Size_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.0099999998,0,0,LOCAL,LOCAL
Head.001,Rig Ctrl.001,False,Loris.Armature,Head_Size_T,True,0,0,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.8999999762,1,0.8999999762,1,0.8999999762,LOCAL,LOCAL
Index_Root.L,Transformation,False,Loris.Armature,Index_T.L,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-0.0872664601,0.0872664601,0,0,0.0872664601,-0.0872664601,LOCAL,LOCAL
Index_Root.R,Transformation,False,Loris.Armature,Index_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,0.0872664601,-0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
Index.L,Transformation,False,Loris.Armature,Index_T.L,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-1.5707963705,1.5707963705,0,0,1.5707963705,-1.5707963705,LOCAL,LOCAL
Index.L.001,Transformation,False,Loris.Armature,Index_T.L.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,-2.0943951607,2.0943951607,0,0,0,0,LOCAL,LOCAL
Index.R,Transformation,False,Loris.Armature,Index_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,1.5707963705,-1.5707963705,0,0,-1.5707963705,1.5707963705,LOCAL,LOCAL
Index.R.001,Transformation,False,Loris.Armature,Index_T.R.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,2.0943951607,-2.0943951607,0,0,0,0,LOCAL,LOCAL
Knee.L.001,Rig Ctrl,False,Loris.Armature,Knee_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Knee.R.001,Rig Ctrl,False,Loris.Armature,Knee_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Little_Root.L,Transformation,False,Loris.Armature,Little_T.L,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-0.0872664601,0.0872664601,0,0,0.0872664601,-0.0872664601,LOCAL,LOCAL
Little_Root.R,Transformation,False,Loris.Armature,Little_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,0.0872664601,-0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
Little.L,Transformation,False,Loris.Armature,Little_T.L,True,-0.005,0.005,-0.005,0.005,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-1.5707963705,1.5707963705,0,0,1.5707963705,-1.5707963705,LOCAL,LOCAL
