bone_name,constraint_name,mute,target,subtarget_bone_name,extrapolate,from_min_x,from_max_x,from_min_y,from_max_y,from_min_z,from_max_z,map_to_x_from,map_to_y_from,map_to_z_from,map_to,to_min_x,to_max_x,to_min_y,to_max_y,to_min_z,to_max_z,target_space,owner_space
Little.L.001,Transformation,False,Loris.Armature,Little_T.L.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,-2.0943951607,2.0943951607,0,0,0,0,LOCAL,LOCAL
Little.R,Transformation,False,Loris.Armature,Little_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,1.5707963705,-1.5707963705,0,0,-1.5707963705,1.5707963705,LOCAL,LOCAL
Little.R.001,Transformation,False,Loris.Armature,Little_T.R.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,2.0943951607,-2.0943951607,0,0,0,0,LOCAL,LOCAL
LittleToe.L,Transformation,False,Loris.Armature,LittleToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
LittleToe.L.001,Transformation,False,Loris.Armature,LittleToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
LittleToe.L.002,Transformation,False,Loris.Armature,LittleToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
LittleToe.L.003,Transformation,False,Loris.Armature,LittleToe_T.L,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
LittleToe.R,Transformation,False,Loris.Armature,LittleToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
LittleToe.R.001,Transformation,False,Loris.Armature,LittleToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
LittleToe.R.002,Transformation,False,Loris.Armature,LittleToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-2.0943951607,2.0943951607,0,0,-2.0943951607,2.0943951607,LOCAL,LOCAL
LittleToe.R.003,Transformation,False,Loris.Armature,LittleToe_T.R,False,-0.0099999998,0.0099999998,0,0,-0.0099999998,0.0099999998,Z,Y,X,ROTATION,-0.0872664601,0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
Middle_Root.L,Transformation,False,Loris.Armature,Middle_T.L,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-0.0872664601,0.0872664601,0,0,0.0872664601,-0.0872664601,LOCAL,LOCAL
Middle_Root.R,Transformation,False,Loris.Armature,Middle_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,0.0872664601,-0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
Middle.L,Transformation,False,Loris.Armature,Middle_T.L,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-1.5707963705,1.5707963705,0,0,1.5707963705,-1.5707963705,LOCAL,LOCAL
Middle.L.001,Transformation,False,Loris.Armature,Middle_T.L.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,-2.0943951607,2.0943951607,0,0,0,0,LOCAL,LOCAL
Middle.R,Transformation,False,Loris.Armature,Middle_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,1.5707963705,-1.5707963705,0,0,-1.5707963705,1.5707963705,LOCAL,LOCAL
Middle.R.001,Transformation,False,Loris.Armature,Middle_T.R.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,2.0943951607,-2.0943951607,0,0,0,0,LOCAL,LOCAL
Neck,Rig Ctrl,False,Loris.Armature,Neck_Size_T,True,0,0,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,2,1,0.5,LOCAL,LOCAL
Neck,Rig Ctrl.001,False,Loris.Armature,Neck_P,True,0,0.0099999998,0,0,0,0,Y,X,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Neck.002,Transformation,False,Loris.Armature,Growth_T,False,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.5500000119,1,0.5500000119,1,0.5500000119,LOCAL,LOCAL
Neck.002,Rig Ctrl,False,Loris.Armature,Neck_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Neck.002,Rig Ctrl.001,False,Loris.Armature,Neck_P,True,0,0.0099999998,0,0,0,0,Y,X,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Pelvis,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.4499999881,1,0.400000006,1,0.4499999881,LOCAL,LOCAL
Pelvis,Rig Ctrl,False,Loris.Armature,Pelvis_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Pelvis,Rig Ctrl.001,False,Loris.Armature,Pelvis_T.001,True,0,0.0099999998,0,0,0,0,Y,X,Y,ROTATION,0,0,0,-0.7853981853,0,0,LOCAL,LOCAL
Ring_Root.L,Transformation,False,Loris.Armature,Ring_T.L,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-0.0872664601,0.0872664601,0,0,0.0872664601,-0.0872664601,LOCAL,LOCAL
Ring_Root.R,Transformation,False,Loris.Armature,Ring_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,0.0872664601,-0.0872664601,0,0,-0.0872664601,0.0872664601,LOCAL,LOCAL
Ring.L,Transformation,False,Loris.Armature,Ring_T.L,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,-1.5707963705,1.5707963705,0,0,1.5707963705,-1.5707963705,LOCAL,LOCAL
Ring.L.001,Transformation,False,Loris.Armature,Ring_T.L.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,-2.0943951607,2.0943951607,0,0,0,0,LOCAL,LOCAL
Ring.R,Transformation,False,Loris.Armature,Ring_T.R,False,-0.0199999996,0.0199999996,0,0,-0.0199999996,0.0199999996,X,Y,Z,ROTATION,1.5707963705,-1.5707963705,0,0,-1.5707963705,1.5707963705,LOCAL,LOCAL
Ring.R.001,Transformation,False,Loris.Armature,Ring_T.R.001,False,-0.0500000007,0.0500000007,0,0,0,0,X,Y,Z,ROTATION,2.0943951607,-2.0943951607,0,0,0,0,LOCAL,LOCAL
Shanks.L.001,Transformation,False,Loris.Armature,Growth_T,False,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.6000000238,1,0.6000000238,1,0.6000000238,LOCAL,LOCAL
Shanks.L.005,Rig Ctrl,False,Loris.Armature,Foot_P.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Shanks.L.006,Rig Ctrl,False,Loris.Armature,Heel_T.L.001,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0,0,0,0,-0.7853981853,LOCAL,LOCAL
Shanks.R.001,Transformation,False,Loris.Armature,Growth_T,False,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.6000000238,1,0.6000000238,1,0.6000000238,LOCAL,LOCAL
Shanks.R.005,Rig Ctrl,False,Loris.Armature,Foot_P.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Shanks.R.006,Rig Ctrl,False,Loris.Armature,Heel_T.R.001,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0,0,0,0,-0.7853981853,LOCAL,LOCAL
Shoulder.L,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.6999999881,1,0.6999999881,1,0.6999999881,LOCAL,LOCAL
Shoulder.L,Rig Ctrl,False,Loris.Armature,Shoulder_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Shoulder.R,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.6999999881,1,0.6999999881,1,0.6999999881,LOCAL,LOCAL
Shoulder.R,Rig Ctrl,False,Loris.Armature,Shoulder_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Spine.Root,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.8000000119,1,1,1,0.8000000119,LOCAL,LOCAL
Spine.Root,Rig Ctrl,False,Loris.Armature,Rib_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,-0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Spine.Root.001,Rig Ctrl,False,Loris.Armature,Rib_Size_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,0.5,1,0.5,LOCAL,LOCAL
Spine.Root.001,Rig Ctrl.001,False,Loris.Armature,Rib_Size_T,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
Thigh.L,Rig Ctrl,False,Loris.Armature,Thigh_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Thigh.L.001,Rig Ctrl,False,Loris.Armature,Thigh_Size_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,2,1,0.5,LOCAL,LOCAL
Thigh.L.002,Rig Ctrl,False,Loris.Armature,Thigh_Size_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
Thigh.R,Rig Ctrl,False,Loris.Armature,Thigh_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,-0.7853981853,LOCAL,LOCAL
Thigh.R.001,Rig Ctrl,False,Loris.Armature,Thigh_Size_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,2,1,0.5,LOCAL,LOCAL
Thigh.R.002,Rig Ctrl,False,Loris.Armature,Thigh_Size_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
ThighHead.L,Rig Ctrl,False,Loris.Armature,ThighHead_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
ThighHead.R,Rig Ctrl,False,Loris.Armature,ThighHead_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
Thumb.L.002,Transformation,False,Loris.Armature,Thumb_T.L.002,False,-0.0500000007,0.0500000007,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
Thumb.L.003,Transformation,False,Loris.Armature,Thumb_T.L.003,False,-0.0500000007,0.0500000007,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
Thumb.R.002,Transformation,False,Loris.Armature,Thumb_T.R.002,False,-0.0500000007,0.0500000007,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
Thumb.R.003,Transformation,False,Loris.Armature,Thumb_T.R.003,False,-0.0500000007,0.0500000007,0,0,0,0,Z,Y,X,ROTATION,0,0,0,0,2.0943951607,-2.0943951607,LOCAL,LOCAL
UpperArm.L,Rig Ctrl,False,Loris.Armature,Elbo_T.L,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
UpperArm.L.003,Rig Ctrl,False,Loris.Armature,Arm_Size_T.L,True,0,0,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,1,1,0.5,LOCAL,LOCAL
UpperArm.L.003,Rig Ctrl.001,False,Loris.Armature,Arm_Size_T.L,True,0,0,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
UpperArm.R,Rig Ctrl,False,Loris.Armature,Elbo_T.R,True,0,0.0099999998,0,0.0099999998,0,0,Y,Z,X,ROTATION,0,0.7853981853,0,0,0,0.7853981853,LOCAL,LOCAL
UpperArm.R.003,Rig Ctrl,False,Loris.Armature,Arm_Size_T.R,True,0,0,0,0.0099999998,0,0,Y,Y,Y,SCALE,1,0.5,1,1,1,0.5,LOCAL,LOCAL
UpperArm.R.003,Rig Ctrl.001,False,Loris.Armature,Arm_Size_T.R,True,0,0,0,0.0099999998,0,0,Y,Y,Y,LOCATION,0,0,0,0.200000003,0,0,LOCAL,LOCAL
Waist,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,0.400000006,1,0.5,1,0.400000006,LOCAL,LOCAL
Waist,Rig Ctrl,False,Loris.Armature,Waist_P,True,0,0.0099999998,0,0,0,0,Y,X,Y,ROTATION,0,0,0,0.7853981853,0,0,LOCAL,LOCAL
Waist.001,Transformation,False,Loris.Armature,Growth_T,True,0,0.1000000015,0,0,0,0,X,X,X,SCALE,1,1.2999999523,1,1,1,1.2999999523,LOCAL,LOCAL
